"","Genus","Species"
"1","Anser","fabalis"
"2","Anthus","cervinus"
"3","Anthus","gustavi"
"4","Anthus","rubescens"
"5","Arenaria","interpres"
"6","Asio","flammeus"
"7","Aythya","marila"
"8","Butastur","indicus"
"9","Calidris","acuminata"
"10","Calidris","alba"
"11","Calidris","ruficollis"
"12","Calidris","temminckii"
"13","Ciconia","boyciana"
"14","Coturnicops","exquisitus"
"15","Dendrocopos","noguchii"
"16","Dendrocopos","owstoni"
"17","Emberiza","personata"
"18","Emberiza","variabilis"
"19","Eophona","personata"
"20","Ficedula","albicilla"
"21","Gallinago","stenura"
"22","Garrulus","lidthi"
"23","Gavia","arctica"
"24","Gavia","stellata"
"25","Geokichla","sibirica"
"26","Histrionicus","histrionicus"
"27","Hypotaenidia","okinawae"
"28","Larus","canus"
"29","Larus","fuscus"
"30","Larvivora","komadori"
"31","Larvivora","namiyei"
"32","Limosa","limosa"
"33","Locustella","ochotensis"
"34","Mareca","falcata"
"35","Mareca","penelope"
"36","Melanitta","stejnegeri"
"37","Mergus","serrator"
"38","Motacilla","grandis"
"39","Numenius","arquata"
"40","Numenius","madagascariensis"
"41","Phasianus","versicolor"
"42","Phylloscopus","borealoides"
"43","Phylloscopus","ijimae"
"44","Phylloscopus","inornatus"
"45","Picus","awokera"
"46","Platalea","minor"
"47","Pluvialis","fulva"
"48","Podiceps","auritus"
"49","Pterodroma","solandri"
"50","Rissa","tridactyla"
"51","Scolopax","mira"
"52","Spinus","spinus"
"53","Tringa","ochropus"
"54","Turdus","celaenops"
"55","Turdus","chrysolaus"
"56","Turdus","naumanni"
"57","Turdus","obscurus"
"58","Urile","pelagicus"
"59","Zoothera","major"
"60","Abroscopus","albogularis"
"61","Abroscopus","schisticeps"
"62","Abroscopus","superciliaris"
"63","Acanthis","flammea"
"64","Acanthoptila","nipalensis"
"65","Accipiter","badius"
"66","Accipiter","butleri"
"67","Accipiter","erythrauchen"
"68","Accipiter","fasciatus"
"69","Accipiter","gentilis"
"70","Accipiter","griseiceps"
"71","Accipiter","gularis"
"72","Accipiter","hiogaster"
"73","Accipiter","meyerianus"
"74","Accipiter","nanus"
"75","Accipiter","nisus"
"76","Accipiter","rhodogaster"
"77","Accipiter","soloensis"
"78","Accipiter","sylvestris"
"79","Accipiter","trinotatus"
"80","Accipiter","trivirgatus"
"81","Accipiter","virgatus"
"82","Aceros","nipalensis"
"83","Acridotheres","albocinctus"
"84","Acridotheres","burmannicus"
"85","Acridotheres","cinereus"
"86","Acridotheres","cristatellus"
"87","Acridotheres","fuscus"
"88","Acridotheres","ginginianus"
"89","Acridotheres","grandis"
"90","Acridotheres","javanicus"
"91","Acridotheres","leucocephalus"
"92","Acridotheres","melanopterus"
"93","Acridotheres","tertius"
"94","Acridotheres","tricolor"
"95","Acridotheres","tristis"
"96","Acritillas","indica"
"97","Acrocephalus","agricola"
"98","Acrocephalus","australis"
"99","Acrocephalus","bistrigiceps"
"100","Acrocephalus","concinens"
"101","Acrocephalus","dumetorum"
"102","Acrocephalus","melanopogon"
"103","Acrocephalus","orientalis"
"104","Acrocephalus","orinus"
"105","Acrocephalus","scirpaceus"
"106","Acrocephalus","sorghophilus"
"107","Acrocephalus","stentoreus"
"108","Acrocephalus","tangorum"
"109","Actenoides","capucinus"
"110","Actenoides","concretus"
"111","Actenoides","hombroni"
"112","Actenoides","lindsayi"
"113","Actenoides","monachus"
"114","Actenoides","princeps"
"115","Actenoides","regalis"
"116","Actinodura","egertoni"
"117","Actinodura","radcliffei"
"118","Actinodura","ramsayi"
"119","Actinodura","sodangorum"
"120","Actitis","hypoleucos"
"121","Aegithalos","annamensis"
"122","Aegithalos","bonvaloti"
"123","Aegithalos","caudatus"
"124","Aegithalos","concinnus"
"125","Aegithalos","fuliginosus"
"126","Aegithalos","glaucogularis"
"127","Aegithalos","iouschistos"
"128","Aegithalos","iredalei"
"129","Aegithalos","leucogenys"
"130","Aegithalos","niveogularis"
"131","Aegithina","lafresnayei"
"132","Aegithina","nigrolutea"
"133","Aegithina","tiphia"
"134","Aegithina","viridissima"
"135","Aegolius","funereus"
"136","Aegypius","monachus"
"137","Aerodramus","brevirostris"
"138","Aerodramus","fuciphagus"
"139","Aerodramus","infuscatus"
"140","Aerodramus","maximus"
"141","Aerodramus","mearnsi"
"142","Aerodramus","salangana"
"143","Aerodramus","unicolor"
"144","Aerodramus","vanikorensis"
"145","Aerodramus","vulcanorum"
"146","Aerodramus","whiteheadi"
"147","Aethopyga","bella"
"148","Aethopyga","boltoni"
"149","Aethopyga","christinae"
"150","Aethopyga","duyvenbodei"
"151","Aethopyga","eximia"
"152","Aethopyga","flagrans"
"153","Aethopyga","gouldiae"
"154","Aethopyga","guimarasensis"
"155","Aethopyga","ignicauda"
"156","Aethopyga","latouchii"
"157","Aethopyga","linaraborae"
"158","Aethopyga","magnifica"
"159","Aethopyga","mystacalis"
"160","Aethopyga","nipalensis"
"161","Aethopyga","primigenia"
"162","Aethopyga","pulcherrima"
"163","Aethopyga","saturata"
"164","Aethopyga","shelleyi"
"165","Aethopyga","siparaja"
"166","Aethopyga","temminckii"
"167","Aethopyga","vigorsii"
"168","Agraphospiza","rubescens"
"169","Agropsar","philippensis"
"170","Agropsar","sturninus"
"171","Aix","galericulata"
"172","Alaemon","alaudipes"
"173","Alauda","arvensis"
"174","Alauda","gulgula"
"175","Alaudala","raytal"
"176","Alaudala","rufescens"
"177","Alcedo","atthis"
"178","Alcedo","coerulescens"
"179","Alcedo","euryzona"
"180","Alcedo","hercules"
"181","Alcedo","meninting"
"182","Alcedo","peninsulae"
"183","Alcippe","brunneicauda"
"184","Alcippe","grotei"
"185","Alcippe","morrisonia"
"186","Alcippe","nipalensis"
"187","Alcippe","peracensis"
"188","Alcippe","poioicephala"
"189","Alcippe","pyrrhoptera"
"190","Alcurus","striatus"
"191","Alectoris","chukar"
"192","Alectoris","magna"
"193","Alisterus","amboinensis"
"194","Alopecoenas","hoedtii"
"195","Alophoixus","bres"
"196","Alophoixus","flaveolus"
"197","Alophoixus","frater"
"198","Alophoixus","griseiceps"
"199","Alophoixus","ochraceus"
"200","Alophoixus","pallidus"
"201","Alophoixus","phaeocephalus"
"202","Alophoixus","ruficrissus"
"203","Alophoixus","tephrogenys"
"204","Amandava","amandava"
"205","Amandava","formosa"
"206","Amaurornis","cinerea"
"207","Amaurornis","isabellina"
"208","Amaurornis","magnirostris"
"209","Amaurornis","moluccana"
"210","Amaurornis","olivacea"
"211","Amaurornis","phoenicurus"
"212","Ammomanes","cinctura"
"213","Ammomanes","deserti"
"214","Ammomanes","phoenicura"
"215","Ammoperdix","griseogularis"
"216","Ampeliceps","coronatus"
"217","Anas","acuta"
"218","Anas","albogularis"
"219","Anas","crecca"
"220","Anas","gibberifrons"
"221","Anas","gracilis"
"222","Anas","luzonica"
"223","Anas","platyrhynchos"
"224","Anas","poecilorhyncha"
"225","Anas","superciliosa"
"226","Anas","zonorhyncha"
"227","Anastomus","oscitans"
"228","Anhinga","melanogaster"
"229","Anhinga","novaehollandiae"
"230","Anorrhinus","austeni"
"231","Anorrhinus","galeritus"
"232","Anorrhinus","tickelli"
"233","Anous","minutus"
"234","Anous","stolidus"
"235","Anous","tenuirostris"
"236","Anser","albifrons"
"237","Anser","anser"
"238","Anser","cygnoid"
"239","Anser","erythropus"
"240","Anser","indicus"
"241","Anthipes","monileger"
"242","Anthipes","solitaris"
"243","Anthracoceros","albirostris"
"244","Anthracoceros","coronatus"
"245","Anthracoceros","malayanus"
"246","Anthracoceros","marchei"
"247","Anthracoceros","montani"
"248","Anthreptes","griseigularis"
"249","Anthreptes","malacensis"
"250","Anthreptes","rhodolaemus"
"251","Anthreptes","simplex"
"252","Anthropoides","virgo"
"253","Anthus","campestris"
"254","Anthus","godlewskii"
"255","Anthus","hodgsoni"
"256","Anthus","nilghiriensis"
"257","Anthus","pratensis"
"258","Anthus","richardi"
"259","Anthus","roseatus"
"260","Anthus","rufulus"
"261","Anthus","similis"
"262","Anthus","spinoletta"
"263","Anthus","sylvanus"
"264","Anthus","trivialis"
"265","Antigone","antigone"
"266","Antigone","vipio"
"267","Apalharpactes","mackloti"
"268","Apalharpactes","reinwardtii"
"269","Aplonis","metallica"
"270","Aplonis","minor"
"271","Aplonis","mysolensis"
"272","Aplonis","panayensis"
"273","Aprosmictus","jonquillaceus"
"274","Apus","acuticauda"
"275","Apus","affinis"
"276","Apus","apus"
"277","Apus","nipalensis"
"278","Apus","pacificus"
"279","Apus","pallidus"
"280","Aquila","chrysaetos"
"281","Aquila","fasciata"
"282","Aquila","heliaca"
"283","Aquila","nipalensis"
"284","Aquila","rapax"
"285","Arachnothera","affinis"
"286","Arachnothera","chrysogenys"
"287","Arachnothera","clarae"
"288","Arachnothera","crassirostris"
"289","Arachnothera","dilutior"
"290","Arachnothera","flammifera"
"291","Arachnothera","flavigaster"
"292","Arachnothera","hypogrammica"
"293","Arachnothera","juliae"
"294","Arachnothera","longirostra"
"295","Arachnothera","magna"
"296","Arachnothera","modesta"
"297","Arachnothera","robusta"
"298","Aramidopsis","plateni"
"299","Arborophila","ardens"
"300","Arborophila","atrogularis"
"301","Arborophila","brunneopectus"
"302","Arborophila","cambodiana"
"303","Arborophila","campbelli"
"304","Arborophila","charltonii"
"305","Arborophila","chloropus"
"306","Arborophila","crudigularis"
